Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,pop_score,Latitude,Longitude
162,Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5.0,4.8,0,Yes,Adventure,Yes,0.01,Morning,4.503589743589743,32.2352666,76.326238
163,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1.0,4.6,0,No,Religious,Yes,1.3,Morning,4.58683411826269,32.0273214,77.3464072
164,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.0,4.5,0,Yes,Nature,Yes,1.1,All,4.498146577831617,31.2547508,77.4612694
165,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2.0,4.7,0,No,Nature,Yes,1.2,Morning,4.673464345873106,32.0377277,76.8452055
166,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.5,4.4,0,No,Nature,Yes,0.9,Morning,4.413687994248742,31.2978643,77.0339978
167,Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,5.0,3.8,1500,Yes,Recreational,Yes,0.1,All,4.232022792022792,31.1006627,77.2633837
168,Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,0,Yes,Nature,Yes,0.01,Morning,4.47025641025641,29.294995,79.4162511
169,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1.0,4.4,0,Yes,Cultural,Yes,0.03,Morning,4.473230769230769,30.1086537,78.2916193
170,Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1.0,4.5,0,Yes,Religious,Yes,0.025,All,4.48792899408284,29.9123514,78.0087178
171,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,25,Yes,Nature,Yes,0.01,Morning,4.486923076923077,30.3255646,78.0436813
172,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,15,Yes,Nature,Yes,0.55,Morning,4.267564102564103,30.4569012,78.0782906
173,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3.0,4.5,0,No,Adventure,Yes,0.01,Morning,4.486923076923077,30.5377872,79.5657242
174,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1.0,4.8,0,No,Religious,No,0.29,All,4.684013377926421,30.7423302,79.4930256
175,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2.0,4.3,150,No,Wildlife,Yes,0.01,All,4.475811965811966,29.702651,79.4326318
176,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1.0,4.0,50,No,Recreational,Yes,0.025,All,4.423826429980276,29.6323007,79.4154142
177,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3.0,4.4,100,Yes,Wildlife,Yes,0.3,All,4.431162029459903,29.5574752,78.842495
178,Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1.0,4.8,0,No,Religious,No,0.05,All,4.5574825174825175,30.9635733,78.6362521
179,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2.0,4.8,0,No,Religious,No,0.09,All,4.594792899408285,30.1801851,79.367685
180,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5.0,4.7,150,No,Nature,Yes,0.035,Morning,4.52266416510319,30.5555752,79.5612607
181,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2.0,4.6,50,Yes,Historical,Yes,2.25,Morning,4.592002542911634,27.1752554,78.0098161
182,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0,Yes,Religious,No,0.9,All,4.666024442846872,25.3356491,83.0076292
183,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Historical,No,0.45,All,4.4236228287841195,26.8381,80.9346001
184,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0,Yes,Religious,No,0.13,All,4.5788205128205135,27.4955539,77.6855554
185,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0,Yes,Religious,No,0.025,All,4.526390532544379,26.7990707,82.2052321
186,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0,Yes,Religious,No,0.37,All,4.701196581196581,27.5753726,77.6938045
187,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1.0,4.5,0,Yes,Religious,Yes,0.09,Morning,4.49094674556213,25.4381302,81.8338005
188,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,Historical,Yes,0.25,All,4.434871794871795,25.529855,78.6527802
189,Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1.0,4.6,5,Yes,Historical,Yes,0.065,All,4.517643207855974,25.3776274,83.0275999
190,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2.0,4.4,40,Yes,Historical,Yes,0.07,Afternoon,4.461025641025642,27.0911655,77.6623984
191,Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,Wildlife,Yes,0.035,All,4.45437148217636,28.5706333,77.3272147
192,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1.0,4.1,20,Yes,Historical,Yes,0.0165,Afternoon,4.451990101051764,27.8761073,78.1358153
193,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0,Yes,Religious,No,0.045,All,4.551842576028623,29.0018557,77.7679671
194,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2.0,4.2,150,Yes,Wildlife,Yes,0.21,All,4.328016194331983,26.4609135,80.3217588
195,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2.0,4.6,0,Yes,Nature,Yes,0.15,Morning,4.539519230769231,34.0747444,74.8204443
196,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2.0,4.9,20,Yes,Nature,Yes,0.15,Morning,4.680144230769231,34.1642029,77.5848133
197,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2.0,4.6,100,No,Nature,Yes,0.11,All,4.530879120879121,34.0144859,75.3285164
198,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5.0,4.7,0,Yes,Religious,No,0.55,All,4.649508547008547,32.7185614,74.8580917
199,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2.0,4.1,0,No,Recreational,Yes,0.01,All,4.464700854700855,32.9219726,75.1331482
200,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6.0,4.5,0,No,Religious,Yes,0.11,All,4.491593406593406,33.74611,75.1854475
201,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,Religious,No,0.05,All,4.534755244755245,34.1642029,77.5848133
202,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2.0,4.5,0,No,Nature,Yes,0.1,All,4.4912820512820515,34.0006672,77.8201666
203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,Historical,Yes,0.011,All,4.505227369315767,34.5593048,76.1255767
204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,Religious,No,0.015,Morning,4.503492723492724,34.5512277,77.5506547
205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,Wildlife,Yes,0.01,All,4.475811965811966,33.3107908,75.7694213
206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,Wildlife,Yes,0.02,All,4.477085020242915,33.9083119,77.6341507
207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,Historical,Yes,0.012,All,4.506846999154691,34.4292702,75.750761
208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,Nature,Yes,0.1,All,4.194985754985756,34.1642029,77.5848133
209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,Adventure,Yes,0.05,Afternoon,4.489300699300699,34.1642029,77.5848133
210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,Religious,No,0.05,All,4.534755244755245,34.1642029,77.5848133
211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,Religious,Yes,0.49,Evening,4.719160839160839,27.5753726,77.6938045
212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,Historical,Yes,0.03,Morning,4.533230769230769,21.6029751,69.8538067
213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,Cultural,Yes,0.01,Morning,4.464700854700855,27.4955539,77.6855554
214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,Religious,Yes,0.1,Morning,4.602393162393163,27.4955539,77.6855554
215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,Nature,Yes,0.025,All,4.48792899408284,27.0377554,88.263176
216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,Wildlife,Yes,0.035,All,4.471444652908067,26.7164127,88.4309916
217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,Wildlife,Yes,0.065,All,4.462324058919805,22.031588,88.6873161
218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,Recreational,Yes,0.09,Morning,4.49094674556213,21.623077,87.5082534
219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Historical,Yes,0.18,Morning,4.493274725274726,24.1745993,88.2721335
220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,Religious,No,0.045,All,4.530912343470483,23.661154,87.6962424
221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,Architectural,No,0.07,All,4.519358974358974,22.9099403,88.0120825
222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,Wildlife,Yes,0.07,All,4.461025641025642,26.6262805,88.7334485
223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Historical,Yes,0.09,All,4.49094674556213,26.2559197,89.4201143
224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,Nature,Yes,0.15,All,4.492644230769231,23.2020967,86.3228988
225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,Religious,No,1.0,All,4.668928336620645,19.8076083,85.8252538
226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,Historical,Yes,0.83,All,4.6636461538461536,19.9074292,86.1420195
227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,Religious,No,0.35,All,4.562781065088757,20.2602964,85.8394521
228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,Nature,Yes,1.2,All,4.498281864121281,22.2309255,84.8678705
229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,Historical,Yes,0.13,All,4.492153846153846,20.4686,85.8792
230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,Engineering Marvel,Yes,0.01,All,4.486923076923077,21.5570606,84.1528515
231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,Nature,Yes,0.1,Morning,4.269059829059829,19.6853195,85.2503699
232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,Religious,No,0.01,All,4.492478632478632,21.4930852,86.6327298
233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,Nature,Yes,0.018,Morning,4.468330605564648,21.5,85.5
234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,Recreational,Yes,0.014,Morning,4.46438127090301,21.5006421,86.919884
235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,Nature,Yes,0.055,All,4.465094017094017,21.5892323,85.6687841
236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,Recreational,Yes,0.1,Morning,4.269059829059829,13.0836939,80.270186
237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,Religious,No,0.65,All,4.655666041275797,9.9261153,78.1140983
238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,Religious,No,0.01,All,4.492478632478632,9.2844657,79.3125553
239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,Historical,No,0.47,Morning,4.569759615384615,8.079252,77.5499338
240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,Recreational,Yes,0.61,Morning,4.184161735700197,11.4126769,76.7030504
241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,Religious,No,0.3,All,4.62265139116203,11.0018115,76.9628425
242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,Recreational,Yes,0.1,Morning,4.269059829059829,10.233712,77.4919719
243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,Religious,No,0.35,All,4.697396449704142,10.659037,79.2014278
244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,Historical,No,0.09,All,4.525562130177515,12.6195981,80.1936497
245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,Recreational,Yes,0.019,Morning,4.457387057387058,11.7852074,78.2075392
246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,Religious,No,0.16,All,4.541351981351982,8.5495014,77.5805178
247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,Religious,No,0.28,All,4.619213675213675,11.3920706,79.703025
248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,Religious,No,0.44,All,4.640403530895334,16.5115306,80.6160469
249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,Recreational,Yes,0.39,Morning,4.495796703296703,17.6935526,83.2921297
250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,Religious,No,0.49,All,4.644918414918415,16.0737808,78.8727065
251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2.0,4.3,0,Yes,Nature,Yes,0.032,All,4.456664127951257,17.0050454,81.7804732
252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,Historical,Yes,0.075,All,4.521004709576139,14.72422,77.4306738
253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,Natural Wonder,Yes,0.11,Afternoon,4.452307692307692,15.8309251,78.0425373
254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,Religious,No,0.041,All,4.527706890266132,21.1545412,77.6442962
255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.0,4.4,10,Yes,Wildlife,Yes,0.7,All,4.41683465959328,16.2915189,80.4541588
256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,Historical,Yes,0.015,Morning,4.4872765072765075,14.4752936,78.8216861
257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,Religious,Yes,0.12,All,4.574641909814323,14.1636778,77.8124982
258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,Religious,No,0.59,All,4.652165991902834,18.1141255,83.4114389
259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2.0,4.5,0,Yes,Recreational,Yes,0.019,All,4.4875457875457885,17.6935526,83.2921297
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,Historical,Yes,0.49,All,4.570675990675991,17.6935526,83.2921297
261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.0,4.5,60,No,Natural Wonder,Yes,0.31,Afternoon,4.495096153846154,17.6935526,83.2921297
262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,Historical,Yes,0.059,All,4.515485387974471,17.6935526,83.2921297
263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Wildlife,Yes,0.25,Afternoon,4.2563003663003665,17.6935526,83.2921297
264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,Recreational,Yes,0.03,All,4.383230769230769,17.6935526,83.2921297
265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,Cultural,Yes,0.065,All,4.434664484451719,17.6935526,83.2921297
266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,Historical,Yes,0.15,Afternoon,4.398894230769231,27.329046,88.6122673
267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,Religious,No,0.015,Morning,4.495384615384616,27.3003722,88.2356503
268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,Religious,No,0.12,All,4.574641909814323,27.3031019,88.3785961
269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,Religious,No,0.035,Morning,4.505590994371482,27.329046,88.6122673
270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,Cultural,Yes,0.1,All,4.602393162393163,27.3051271,88.3644723
271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,Religious,No,0.075,All,4.551616954474098,27.329046,88.6122673
272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,Nature,Yes,0.15,Morning,4.492644230769231,27.329046,88.6122673
273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2.0,4.6,0,Yes,Religious,No,0.21,All,4.549068825910931,26.1805978,91.753943
274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.0,4.5,650,No,Wildlife,No,0.068,Morning,4.49010989010989,26.5892533,93.4084741
275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1.0,4.1,0,Yes,Nature,Yes,0.01,Morning,4.464700854700855,26.1805978,91.753943
276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,Historical,Yes,0.065,All,4.545302782324059,26.9834936,94.6394226
277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2.0,4.7,0,No,Cultural,Yes,0.01,Morning,4.498034188034188,27.0219529,94.327423
278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3.0,4.6,500,No,Wildlife,Yes,0.19,Morning,4.546239316239316,24.3241046,73.5157543
279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,Religious,Yes,0.9,All,4.497800143781452,26.2359766,91.542348
280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2.0,4.4,500,Yes,Wildlife,Yes,0.037,All,4.47075436640654,26.1805978,91.753943
281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2.0,4.7,0,No,Religious,No,0.032,Morning,4.52003046458492,27.5879186,91.863733
282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Historical,Yes,0.035,All,4.488517823639775,23.8312377,91.2823821
283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,Nature,Yes,0.01,Morning,4.486923076923077,23.4736315,91.8381882
284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,Historical,Yes,0.025,Morning,4.48792899408284,24.1909849,92.0460483
285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,Nature,Yes,0.19,Morning,4.546239316239316,19.1191283,81.8291865
286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,Trekking,Yes,0.01,Afternoon,4.498034188034188,25.5516751,94.1216786
287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,Recreational,Yes,0.09,Morning,4.49094674556213,10.9156489,79.8069488
288,Southern,Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,Cultural,Yes,0.035,All,4.420225140712946,12.0073927,79.8099471
289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,Recreational,Yes,0.015,Morning,4.4872765072765075,10.9156489,79.8069488
290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Historical,Yes,0.12,Afternoon,4.574641909814323,11.6645348,92.7390448
291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,Nature,Yes,0.09,Morning,4.594792899408285,11.9651954,92.9956211
292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,Nature,Yes,0.04,Morning,4.488791208791209,11.831374,93.0419302
293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,Nature,Yes,0.015,Morning,4.479168399168399,12.1883182,92.8110351
294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,Nature,Yes,0.6,Afternoon,4.496943056943056,20.7137783,70.9853635
295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,Historical,Yes,1.2,Afternoon,4.585873104997193,20.7137783,70.9853635
296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,Religious,Yes,1.8,All,4.681546270987895,24.4898318,86.6990182
297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,Religious,Yes,0.13,All,4.53548717948718,23.3700501,85.3250387
298,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,1.5,4.7,0,Yes,Religious,Yes,0.2,All,4.601746361746362,24.6939222,84.9839352
299,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,2.5,4.3,30,Yes,Wildlife,Yes,0.5,All,4.347233065442021,25.6093239,85.1235252
300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,Religious,Yes,0.25,All,4.613443223443224,25.6093239,85.1235252
301,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.0,4.4,10,Yes,Cultural,Yes,0.31,All,4.4305128205128215,25.6093239,85.1235252
302,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.0,4.4,1100,Yes,Entertainment,Yes,0.3,Afternoon,4.431162029459903,28.4646148,77.0299194
303,Northern,Haryana,Gurugram,Ambience Mall,Mall,Unknown,2.0,4.6,0,Yes,Shopping,Yes,1.2,Afternoon,4.585873104997193,28.4646148,77.0299194
304,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,2.0,4.7,0,Yes,Entertainment,Yes,0.71,Afternoon,4.658688811188811,28.4646148,77.0299194
305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,Religious,Yes,1.05,All,4.756267339218159,28.6138954,77.2090057
306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,Religious,No,2.0,All,4.775412974122651,30.7338877,79.0669073
307,Central,Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,Shopping,Yes,1.5,All,4.58841087056656,28.5706333,77.3272147
308,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,Shopping,Yes,0.45,All,4.2784615384615385,28.4670734,77.5137649
309,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,4.0,4.5,890,Yes,Entertainment,Yes,0.95,All,4.497898351648352,12.9767936,77.590082
310,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,3.0,4.4,50,Yes,Wildlife,Yes,0.81,Afternoon,4.414945054945056,20.2602964,85.8394521
311,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.0,4.5,0,Yes,Shopping,Yes,1.8,All,4.498805154236626,12.9767936,77.590082
312,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,Shopping,Yes,1.2,All,4.498281864121281,17.360589,78.4740613
313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,Historical,Yes,0.49,All,4.496433566433566,28.6138954,77.2090057
314,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,1.5,4.7,0,Yes,Religious,No,0.1,All,4.565356125356126,9.2844657,79.3125553
315,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sports,Yes,7.4,All,4.597443349253124,28.4670734,77.5137649
316,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,Shopping,Yes,0.35,All,4.562781065088757,26.8381,80.9346001
317,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,3.0,4.6,0,Yes,Shopping,Yes,1.9,All,4.590650315867707,9.9679032,76.2444378
318,Northern,Delhi,New Delhi,Rail Museum,Museum,1977,2.0,4.4,50,Yes,Cultural,Yes,0.24,Morning,4.435722326454034,28.6138954,77.2090057
319,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,2.0,4.6,0,No,Nature,Yes,0.06,Morning,4.515852842809365,25.2777336,91.7292416
320,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.0,4.6,0,Yes,Religious,No,0.18,All,4.544703296703297,23.2232877,72.6492267
